Street,Event,Datetime
Arch St,Trip,2014-12-17 10:57:58
Franklin St,Trip,2014-12-17 10:57:58
Milk St,Trip,2014-12-17 10:57:58
Federal St,Trip,2014-12-17 10:57:58
Congress St,Trip,2014-12-17 10:57:58
Post Office Sq,Trip,2014-12-17 10:57:58
State St,Trip,2014-12-17 10:59:45
Boston Pl,Trip,2014-12-17 10:59:45
Court St,Trip,2014-12-17 10:59:45
Tremont St,Trip,2014-12-17 10:59:45
Beacon St,Trip,2014-12-17 10:59:45
Park St,Trip,2014-12-17 10:59:45
Walnut St,Trip,2014-12-17 10:59:45
Charlesgate E,Trip,2014-12-17 10:59:45
Charlesgate W,Trip,2014-12-17 10:59:45
Commonwealth Ave,Trip,2014-12-17 10:59:45
Faneuil St,Trip,2015-01-16 10:02:58
Arlington St,Trip,2015-01-16 10:02:58
Parsons St,Trip,2015-01-16 10:02:58
Sparhawk St,Trip,2015-01-16 10:02:58
Cambridge St,Trip,2015-01-16 10:02:58
Brighton Ave,Trip,2015-01-16 10:02:58
Commonwealth Ave,Trip,2015-01-16 10:02:58
Commonwealth Ave,Trip,2015-01-20 21:52:09
Brighton Ave,Trip,2015-01-20 21:52:09
Cambridge St,Trip,2015-01-20 21:52:09
Sparhawk St,Trip,2015-01-20 21:52:09
Arlington St,Trip,2015-01-20 21:52:09
Parsons St,Trip,2015-01-20 21:52:09
Faneuil St,Trip,2015-01-20 21:52:09
Commonwealth Ave,Crash,2009-01-09 14:25:00
Brighton Ave,Crash,2009-01-23 16:44:00
Kenilworth St,Crash,2009-01-25 12:45:00
Saratoga St,Crash,2009-02-05 05:05:00
Harrison Ave,Crash,2009-02-08 08:37:00
Lindall St,Crash,2009-02-09 23:12:00
Tremont St,Crash,2009-02-13 13:41:00
Marlborough St,Crash,2009-02-13 17:45:00
Huntington Ave,Crash,2009-02-19 20:33:00
Dartmouth St,Crash,2009-02-21 13:29:00
Newbury St,Crash,2009-02-25 12:42:00
Commonwealth Ave,Crash,2009-03-01 23:38:00
Ruggles St,Crash,2009-03-01 16:20:00
Commonwealth Ave,Crash,2009-03-05 10:54:00
Newbury St,Crash,2009-03-05 15:45:00
Tremont St,Crash,2009-03-12 17:37:00
Huntington Ave,Crash,2009-03-15 15:12:00
Washington St,Crash,2009-03-16 19:24:00
Whittier St,Crash,2009-03-18 19:05:00
Stanwood St,Crash,2009-03-22 14:09:00
Blue Hill Ave,Crash,2009-03-22 16:32:00
Brighton Ave,Crash,2009-03-22 17:26:00
Intervale St,Crash,2009-03-22 19:09:00
Saint Alphonsus St,Crash,2009-03-23 12:51:00
Commonwealth Ave,Crash,2009-03-24 13:47:00
Parker St,Crash,2009-03-24 17:10:00
Western Ave,Crash,2009-03-25 17:40:00
Washington St,Crash,2009-03-27 08:04:00
Forest Hills St,Crash,2009-03-27 10:43:00
Huntington Ave,Crash,2009-03-28 20:22:00
Dorchester Ave,Crash,2009-03-31 17:50:00
Massachusetts Ave,Crash,2009-03-31 18:34:00
Prentiss St,Crash,2009-04-05 18:10:00
Commonwealth Ave,Crash,2009-04-05 21:04:00
Commonwealth Ave,Crash,2009-04-08 12:14:00
Massachusetts Ave,Crash,2009-04-09 06:42:00
St Botolph St,Crash,2009-04-12 19:13:00
Brighton Ave,Crash,2009-04-13 19:43:00
Everett St,Crash,2009-04-14 10:55:00
Babcock St,Crash,2009-04-15 21:22:00
Albany St,Crash,2009-04-16 09:02:00
Faraday St,Crash,2009-04-16 15:15:00
Newbury St,Crash,2009-04-16 18:52:00
Warren St,Crash,2009-04-17 19:02:00
Walk Hill St,Crash,2009-04-21 08:21:00
Summer St,Crash,2009-04-23 22:11:00
Massachusetts Ave,Crash,2009-04-24 11:03:00
Blue Hill Ave,Crash,2009-04-24 14:23:00
Boylston St,Crash,2009-04-24 17:34:00
Commonwealth Ave,Crash,2009-04-26 12:24:00
Hereford St,Crash,2009-04-26 14:23:00
Centre St,Crash,2009-04-26 16:16:00
Water St,Crash,2009-04-28 08:47:00
Massachusetts Ave,Crash,2009-04-28 09:02:00
Harvard St,Crash,2009-04-30 08:07:00
Cambridge St,Crash,2009-04-30 14:16:00
Huntington Ave,Crash,2009-04-28 15:30:00
Washington St,Crash,2009-05-02 17:12:00
Ruggles St,Crash,2009-05-02 22:20:00
Staniford St,Crash,2009-05-04 01:37:00
Brookline Ave,Crash,2009-05-12 00:48:00
Commonwealth Ave,Crash,2009-05-05 17:03:00
Dudley St,Crash,2009-05-06 17:43:00
Massachusetts Ave,Crash,2009-05-08 09:01:00
Hartford St,Crash,2009-05-08 12:15:00
Washington St,Crash,2009-05-08 13:42:00
Highgate St,Crash,2009-05-08 15:39:00
Boylston St,Crash,2009-05-09 14:47:00
Brighton Ave,Crash,2009-05-11 17:52:00
Washington St,Crash,2009-05-12 10:17:00
Brighton Ave,Crash,2009-05-12 12:41:00
Lathrop Pl,Crash,2009-05-12 18:05:00
Reservoir Rd,Crash,2009-05-12 19:54:00
Quincy St,Crash,2009-05-13 19:24:00
Farnham St,Crash,2009-05-14 14:55:00
Gardena St,Crash,2009-05-14 15:05:00
Brighton Ave,Crash,2009-05-15 07:56:00
E Springfield St,Crash,2009-05-15 08:43:00
Massachusetts Ave,Crash,2009-05-15 13:03:00
Commonwealth Ave,Crash,2009-05-15 18:21:00
Tonawanda St,Crash,2009-05-15 20:22:00
Washington St,Crash,2009-05-18 16:02:00
Centre St,Crash,2009-05-18 19:05:00
Massachusetts Ave,Crash,2009-05-19 06:53:00
Commonwealth Ave,Crash,2009-05-19 17:43:00
Columbus Ave,Crash,2009-05-19 17:54:00
Western Ave,Crash,2009-05-20 18:08:00
N Harvard St,Crash,2009-05-21 21:34:00
Centre St,Crash,2009-05-22 09:24:00
Neponset Ave,Crash,2009-05-22 17:05:00
Alpha Rd,Crash,2009-05-22 18:32:00
Dorchester Ave,Crash,2009-05-23 08:04:00
Hendry St,Crash,2009-05-23 15:21:00
Norfolk St,Crash,2009-05-24 14:22:00
Bowdoin St,Crash,2009-05-25 17:48:00
Shawmut Ave,Crash,2009-05-30 23:19:00
Stuart St,Crash,2009-05-30 17:49:00
Centre St,Crash,2009-06-01 07:20:00
Wheatland Ave,Crash,2009-06-01 17:37:00
Newbury St,Crash,2009-06-01 17:51:00
Boylston St,Crash,2009-06-02 13:38:00
Uphams Ct,Crash,2009-06-02 20:21:00
Perkins St,Crash,2009-06-03 16:32:00
Commonwealth Ave,Crash,2009-06-03 18:22:00
Columbia Rd,Crash,2009-06-03 21:41:00
Hemenway St,Crash,2009-06-05 00:28:00
Washington St,Crash,2009-06-05 08:11:00
Washington St,Crash,2009-06-06 14:12:00
Walden St,Crash,2009-06-06 14:40:00
State St,Crash,2009-06-08 17:14:00
Boylston St,Crash,2009-06-09 10:56:00
Stuart St,Crash,2009-06-10 08:32:00
Union St,Crash,2009-06-11 08:18:00
E Berkeley St,Crash,2009-06-11 08:51:00
Chandler St,Crash,2009-06-11 15:25:00
Revere St,Crash,2009-06-11 17:41:00
Huntington Ave,Crash,2009-06-13 12:58:00
Bellflower St,Crash,2009-06-13 21:19:00
Charles St,Crash,2009-06-15 08:30:00
Norway St,Crash,2009-06-15 20:49:00
South St,Crash,2009-06-16 06:27:00
Dorchester Ave,Crash,2009-06-16 18:44:00
Chelsea St,Crash,2009-06-20 11:25:00
Charles St,Crash,2009-06-23 12:39:00
Blue Hill Ave,Crash,2009-06-24 00:02:00
George St,Crash,2009-06-24 01:52:00
Brighton Ave,Crash,2009-06-25 07:56:00
Brighton Ave,Crash,2009-06-26 08:29:00
Alford St,Crash,2009-06-26 12:05:00
Commonwealth Ave,Crash,2009-06-26 18:06:00
S Huntington Ave,Crash,2009-06-27 16:27:00
Paris St,Crash,2009-06-28 18:09:00
Cambridge St,Crash,2009-06-30 17:23:00
Beacon St,Crash,2009-07-01 16:02:00
Commonwealth Ave,Crash,2009-07-01 17:02:00
Cambridge St,Crash,2009-07-02 23:35:00
Newbury St,Crash,2009-07-02 16:04:00
Callender St,Crash,2009-07-05 16:33:00
W Broadway,Crash,2009-07-06 09:49:00
Warren St,Crash,2009-07-06 12:40:00
Brighton Ave,Crash,2009-07-07 23:24:00
Trinity Pl,Crash,2009-07-07 08:25:00
Brookline Ave,Crash,2009-07-09 15:49:00
Centre St,Crash,2009-07-10 12:59:00
Brighton Ave,Crash,2009-07-12 02:24:00
Blue Hill Ave,Crash,2009-07-12 16:42:00
Massachusetts Ave,Crash,2009-07-14 10:20:00
Richfield St,Crash,2009-07-14 16:03:00
Washington St,Crash,2009-07-15 08:32:00
Boylston St,Crash,2009-07-15 18:02:00
Georgia St,Crash,2009-07-18 12:06:00
Washington St,Crash,2009-07-18 17:24:00
Congress St,Crash,2009-07-19 01:30:00
Union St,Crash,2009-07-19 01:50:00
Rutland Sq,Crash,2009-07-20 11:21:00
Washington St,Crash,2009-07-23 14:55:00
Tremont St,Crash,2009-07-23 21:58:00
Huntington Ave,Crash,2009-07-24 12:28:00
Irma St,Crash,2009-07-25 17:25:00
Harvard St,Crash,2009-07-28 19:31:00
Washington St,Crash,2009-07-28 07:27:00
Commonwealth Ave,Crash,2009-07-28 18:37:00
American Legion Hwy,Crash,2009-07-30 15:32:00
Glenville Ter,Crash,2009-07-30 19:14:00
Harvard St,Crash,2009-07-31 14:19:00
Centre St,Crash,2009-08-01 00:00:00
Mission Park Dr,Crash,2009-08-01 15:55:00
W 4th St,Crash,2009-08-01 18:08:00
Massachusetts Ave,Crash,2009-08-01 15:00:00
Morton St,Crash,2009-08-02 23:09:00
Glen Rd,Crash,2009-08-04 18:43:00
Arthur St,Crash,2009-08-04 21:41:00
Perkins Sq,Crash,2009-08-05 09:38:00
Erie St,Crash,2009-08-05 15:15:00
Congress St,Crash,2009-08-06 13:35:00
E Broadway,Crash,2009-08-06 17:37:00
Kneeland St,Crash,2009-08-06 18:03:00
Harrison Ave,Crash,2009-08-07 15:44:00
Holman St,Crash,2009-08-07 16:18:00
Kneeland St,Crash,2009-08-07 19:09:00
Sycamore St,Crash,2009-08-08 19:06:00
Moreland St,Crash,2009-08-09 16:53:00
Whitfield St,Crash,2009-08-09 20:42:00
Southern Ave,Crash,2009-08-10 16:04:00
Tremont St,Crash,2009-08-11 21:39:00
Lincoln St,Crash,2009-08-12 19:56:00
Fisher Ave,Crash,2009-08-13 17:08:00
Warren St,Crash,2009-08-14 09:44:00
American Legion Hwy,Crash,2009-08-15 11:50:00
Church St,Crash,2009-08-16 20:15:00
Marion St,Crash,2009-08-16 21:48:00
S Huntington Ave,Crash,2009-08-18 14:40:00
Columbia Rd,Crash,2009-08-19 15:13:00
Norwell St,Crash,2009-08-19 20:12:00
Curve St,Crash,2009-08-20 10:14:00
George St,Crash,2009-08-20 16:24:00
Columbus Ave,Crash,2009-08-21 22:50:00
Fairmount Ave,Crash,2009-08-21 22:30:00
Empire St,Crash,2009-08-22 20:40:00
Glenwood Ave,Crash,2009-08-23 20:29:00
Allston St,Crash,2009-08-24 10:53:00
Lorne St,Crash,2009-08-24 17:10:00
Brook Ave,Crash,2009-08-24 17:31:00
Northampton St,Crash,2009-08-26 17:13:00
Morton St,Crash,2009-08-26 21:35:00
Rexford St,Crash,2009-08-28 15:24:00
Brooks St,Crash,2009-08-29 11:35:00
Massachusetts Ave,Crash,2009-08-29 22:25:00
Thornton St,Crash,2009-08-30 11:35:00
Rutland Sq,Crash,2009-08-30 12:01:00
Commonwealth Ave,Crash,2009-08-30 13:43:00
Belvidere St,Crash,2009-08-30 15:17:00
Ashmont St,Crash,2009-08-30 22:28:00
Brookline Ave,Crash,2009-09-01 10:26:00
Washington St,Crash,2009-08-31 12:52:00
Cambridge St,Crash,2009-09-01 09:17:00
Hyde Park Ave,Crash,2009-09-01 16:30:00
Centre St,Crash,2009-09-01 17:04:00
Commonwealth Ave,Crash,2009-09-02 14:24:00
Harrison Ave,Crash,2009-09-02 15:34:00
Harvard Ave,Crash,2009-09-02 17:19:00
Washington St,Crash,2009-09-02 17:21:00
Park Dr,Crash,2009-09-03 21:33:00
Dorchester Ave,Crash,2009-09-04 11:48:00
Geneva Ave,Crash,2009-09-04 21:48:00
Tremont St,Crash,2009-09-05 15:44:00
Boylston St,Crash,2009-09-07 22:01:00
