Start Calendar Date,Start Standard Time,Cad Agency Identifier,Measure By Cad Event Type Cad Event Type Code,Cad Event Type Case Number,Cad Event Type,Cad Event Number,Udo Event Location Full Street Address,Udosam Neighborhood,Latitude,Longitude
2015-02-27T00:00:00,08:48:26 AM,BPD,TESTBPD,,TEST CALL,P150102367,774 ALBANY ST,South End,-33.969619980999596,25.625989797000443
2015-02-27T00:00:00,09:06:05 AM,BPD,MISC,201,MISCELLANEOUS CALLS,P150102406,133 BEACON ST,Boston,42.35500290516103,-71.07405269277672
2015-02-27T00:00:00,09:08:48 AM,BPD,MVA,201,MOTOR VEHICLE ACCIDENT,P150102409,133 BEACON ST,Boston,42.35500290516103,-71.07405269277672
2015-02-27T00:00:00,09:12:38 AM,BPD,MVA,201,MOTOR VEHICLE ACCIDENT,P150102417,133 BEACON ST,Boston,42.35500290516103,-71.07405269277672
2015-02-27T00:00:00,09:16:31 PM,BPD,ABAN,201,ABANDONED CALL  (P),P150103656,500 ATLANTIC AVE,Boston,42.35420322170239,-71.052397860572
2015-02-27T00:00:00,09:17:30 PM,BPD,IVPREM,201,INVESTIGATE PREMISE,P150103648,1021 CANTERBURY ST,Roslindale,42.278701871395356,-71.12075722866234
2015-02-27T00:00:00,09:19:48 AM,BPD,ABAN,201,ABANDONED CALL  (P),P150102426,16 ATHERTON ST,Jamaica Plain,43.27924267491062,-90.04401964039334
2015-02-27T00:00:00,09:21:19 AM,BPD,IVPER,201,INVESTIGATE PERSON,P150102429,78 BALLOU AVE,Mattapan,42.267262299816366,-71.09459831915626
2015-02-27T00:00:00,09:28:56 PM,BPD,IVPREM,201,INVESTIGATE PREMISE,P150103664,5 ASHMONT ST,Dorchester,42.28529216000629,-71.07053362402672
2015-02-27T00:00:00,09:38:07 AM,BPD,SS,201,SUSPECT STOP,P150102455,39 BOYLSTON ST,Boston,42.31800313603702,-71.10852205115094
2015-02-27T00:00:00,09:38:40 AM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150102458,25 ALDWORTH ST,Jamaica Plain,42.309532712166,-71.11870822230583
2015-02-27T00:00:00,09:42:49 PM,BPD,MISC,201,MISCELLANEOUS CALLS,P150103683,74 BRENT ST,Dorchester,42.28984597701134,-71.06755843197521
2015-02-27T00:00:00,09:50:27 PM,BPD,CD9,201,Station Assignment,P150103694,129 AMORY ST,Jamaica Plain,43.27924267491062,-90.04401964039334
2015-02-27T00:00:00,09:55:38 PM,BPD,IVPER,201,INVESTIGATE PERSON,P150103703,33 BLOSSOM ST,Boston,42.362599898467636,-71.06691315401804
2015-02-27T00:00:00,09:59:36 AM,BPD,STREET,201,STREET CLOSURE NOTIFICATION,P150102490,15 BRAGDON ST,Roxbury,42.317693172103304,-71.09729306482228
2015-02-27T00:00:00,10:07:59 AM,BPD,ALARM,201,ALARM,P150102502,96 BEACON ST,Boston,42.35545575158278,-71.07259851330991
2015-02-27T00:00:00,10:09:10 AM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150102506,700 AMERICAN LEGION HWY,Roslindale,42.283403510864446,-71.1133175672511
2015-02-27T00:00:00,10:16:43 AM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150102516,100 BUNKER HILL ST,Charlestown,42.377508491524736,-71.05845724160758
2015-02-27T00:00:00,10:21:30 AM,BPD,TS,201,TRAFFIC STOP,P150102522,377 ADAMS ST,Dorchester,42.29651192738464,-71.05650574514323
2015-02-27T00:00:00,10:32:31 AM,BPD,MVA,201,MOTOR VEHICLE ACCIDENT,P150102538,108 BROOK AVE,Roxbury,50.92533018200049,-1.6113398239995718
2015-02-27T00:00:00,10:42:09 PM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150103763,99 CANTON ST,South End,51.48501002900048,-3.204229793999559
2015-02-27T00:00:00,10:42:10 PM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150103764,99 CANTON ST,South End,51.48501002900048,-3.204229793999559
2015-02-27T00:00:00,10:51:50 AM,BPD,CD19,201,Walk and Talk,P150102568,948 BENNINGTON ST,East Boston,42.38618295358157,-71.00834771597351
2015-02-27T00:00:00,10:55:48 PM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150103777,831 BOYLSTON ST,Boston,42.34870620832595,-71.08251879000932
2015-02-27T00:00:00,11:04:07 AM,BPD,CD19,201,Walk and Talk,P150102593,520 ALBANY ST,South End,-33.969619980999596,25.625989797000443
2015-02-27T00:00:00,11:05:30 PM,BPD,ALARM,201,ALARM,P150103792,64 BLUE HILL AVE,Roxbury,42.32294181521371,-71.07659232157755
2015-02-27T00:00:00,11:14:08 PM,BPD,IVPER,201,INVESTIGATE PERSON,P150103798,751 AMERICAN LEGION HWY,Roslindale,42.28219252156873,-71.11526059479979
2015-02-27T00:00:00,11:20:03 AM,BPD,MISC,201,MISCELLANEOUS CALLS,P150102623,33 ARCH ST,Boston,42.35618975485443,-71.05780782317169
2015-02-27T00:00:00,11:29:54 PM,BPD,ALARM,201,ALARM,P150103811,469 BLUE HILL AVE,Roxbury,38.55271384406973,-97.4274098542806
2015-02-27T00:00:00,11:33:56 AM,BPD,MVA,201,MOTOR VEHICLE ACCIDENT,P150102643,25 BEACH ST,Dorchester,42.30314834492128,-71.0546230818889
2015-02-27T00:00:00,11:37:27 AM,BPD,PROP,201,PROPERTY,P150102649,1589 BLUE HILL AVE,Mattapan,42.269480548689444,-71.09381778226401
2015-02-27T00:00:00,11:41:23 AM,BPD,FIGHT,201,FIGHT,P150102661,12 BREMEN ST,East Boston,42.368839504540574,-71.03863615853106
2015-02-27T00:00:00,11:41:48 AM,BPD,MVA,201,MOTOR VEHICLE ACCIDENT,P150102664,16 BREMEN ST,East Boston,42.368939753767734,-71.03855665126764
2015-02-27T00:00:00,11:47:21 AM,BPD,IVPER,201,INVESTIGATE PERSON,P150102671,39 BOYLSTON ST,Boston,42.31800313603702,-71.10852205115094
2015-02-27T00:00:00,12:02:38 AM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150102701,89 BLUE HILL AVE,Roxbury,42.32216287281943,-71.07720303139399
2015-02-27T00:00:00,12:13:30 AM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150102714,63 BERKELEY ST,South End,51.69318015900046,-2.459559780999598
2015-02-27T00:00:00,12:24:25 AM,BPD,VAND,201,VANDALISM,P150102734,1096 BLUE HILL AVE,Mattapan,42.267262299816366,-71.09459831915626
2015-02-27T00:00:00,12:27:30 AM,BPD,PRIOR,201,PRIOR EVENT,P150102740,1590 BLUE HILL AVE,Mattapan,42.26934717293477,-71.09361587906875
2015-02-27T00:00:00,12:27:30 AM,BPD,PRIOR,201,PRIOR EVENT,P150102741,755 BOYLSTON ST,Boston,42.349115897182,-71.08091798777411
2015-02-27T00:00:00,12:30:03 AM,BPD,IVPER,201,INVESTIGATE PERSON,P150102751,696 BLUE HILL AVE,Mattapan,42.267262299816366,-71.09459831915626
2015-02-27T00:00:00,12:34:08 AM,BPD,UNK,201,UNKNOWN PROBLEM,P150102757,178 BROOKS ST,East Boston,42.37981038004608,-71.03575660668122
2015-02-27T00:00:00,12:34:53 AM,BPD,IVPER,201,INVESTIGATE PERSON,P150102758,1332 BLUE HILL AVE,Mattapan,42.27804149741826,-71.09330531438792
2015-02-27T00:00:00,12:35:06 AM,BPD,IVPER,201,INVESTIGATE PERSON,P150102755,39 BOYLSTON ST,Boston,42.31800313603702,-71.10852205115094
2015-02-27T00:00:00,12:37:22 AM,BPD,LARCENY,201,LARCENY,P150101976,6 CARSON ST,Dorchester,42.319335173180775,-71.05447657693168
2015-02-27T00:00:00,12:39:15 AM,BPD,CD7,201,Escort Duty,P150102761,17 ALVARADO AVE,Hyde Park,42.24702488009524,-71.13793750111398
2015-02-27T00:00:00,12:47:13 AM,BPD,IVPREM,201,INVESTIGATE PREMISE,P150102774,29 BIRCHWOOD ST,Roxbury,42.25860416045475,-71.15819576712016
2015-02-27T00:00:00,12:57:31 AM,BPD,FIRE,201,FIRE,P150101991,119 BLAKE ST,Hyde Park,42.26858637796005,-71.10513088578097
2015-02-27T00:00:00,12:57:45 AM,BPD,MISC,201,MISCELLANEOUS CALLS,P150101994,86 ANNUNCIATION RD,Mission Hill,42.334898764067816,-71.09418557170596
2015-02-27T00:00:00,12:58:26 AM,BPD,CD19,201,Walk and Talk,P150101990,600 AMERICAN LEGION HWY,Roslindale,42.28599389920021,-71.1094058508985
2015-02-28T00:00:00,01:00:35 PM,BPD,MISC,201,MISCELLANEOUS CALLS,P150104610,125 CALLENDER ST,Mattapan,42.267262299816366,-71.09459831915626
2015-02-28T00:00:00,01:00:51 AM,BPD,TS,201,TRAFFIC STOP,P150103923,600 AMERICAN LEGION HWY,Roslindale,42.28599389920021,-71.1094058508985
2015-02-28T00:00:00,01:04:54 AM,BPD,ALARM,201,ALARM,P150103935,625 AMERICAN LEGION HWY,Roslindale,42.28536360125031,-71.11071714787727
2015-02-28T00:00:00,01:11:46 PM,BPD,MVA,201,MOTOR VEHICLE ACCIDENT,P150104620,41 BURRELL ST,Roxbury,42.323034347358316,-71.07033940643765
2015-02-28T00:00:00,01:16:25 PM,BPD,MVA,201,MOTOR VEHICLE ACCIDENT,P150104624,27 BRADDOCK PARK,South End,50.43007013100049,-4.589259986999593
2015-02-28T00:00:00,01:19:39 AM,BPD,CD19,201,Walk and Talk,P150103950,5 AUSTIN ST,Charlestown,42.37528076020004,-71.06477451942771
2015-02-28T00:00:00,01:42:52 AM,BPD,DISTRB,201,DISTURBANCE,P150103980,272 BERKELEY ST,South End,51.69318015900046,-2.459559780999598
2015-02-28T00:00:00,01:45:28 AM,BPD,IVPER,201,INVESTIGATE PERSON,P150103984,91 CAUSEWAY ST,Boston,42.364926603780816,-71.06220496208852
2015-02-28T00:00:00,01:46:19 PM,BPD,MVA,201,MOTOR VEHICLE ACCIDENT,P150104661,95 BENNINGTON ST,East Boston,42.376272875194104,-71.03529108431525
2015-02-28T00:00:00,01:48:23 PM,BPD,IVPER,201,INVESTIGATE PERSON,P150104668,425 ADAMS ST,Dorchester,39.1324892187036,-89.81980240085932
2015-02-28T00:00:00,01:49:11 PM,BPD,MVA,201,MOTOR VEHICLE ACCIDENT,P150104665,1575 BLUE HILL AVE,Mattapan,42.26997026821442,-71.09379819413056
2015-02-28T00:00:00,01:53:25 PM,BPD,MVA,201,MOTOR VEHICLE ACCIDENT,P150104672,1573 BLUE HILL AVE,Mattapan,42.26985522513962,-71.09380086961363
2015-02-28T00:00:00,01:53:41 PM,BPD,FIGHT,201,FIGHT,P150104671,101 CANAL ST,Boston,42.36457587897473,-71.06008292358723
2015-02-28T00:00:00,02:03:18 PM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150104689,22 BAYSWATER ST,East Boston,42.385606357748316,-71.00537208685154
2015-02-28T00:00:00,02:13:07 AM,BPD,TS,201,TRAFFIC STOP,P150104026,935 BOYLSTON ST,Boston,42.348017616321044,-71.08500778338168
2015-02-28T00:00:00,02:14:56 PM,BPD,LARCENY,201,LARCENY,P150104711,495 BLUE HILL AVE,Roxbury,38.55271384406973,-97.4274098542806
2015-02-28T00:00:00,02:19:20 PM,BPD,IVPER,201,INVESTIGATE PERSON,P150104720,1638 BLUE HILL AVE,Mattapan,42.268313647757736,-71.0936605582873
2015-02-28T00:00:00,02:26:20 PM,BPD,ARREST,201,ARREST REPORT,P150104728,161 BLUE HILL AVE,Roxbury,42.319277559013244,-71.07780797925403
2015-02-28T00:00:00,02:26:20 PM,BPD,ROBBERY,201,ROBBERY,P150104728,161 BLUE HILL AVE,Roxbury,42.319277559013244,-71.07780797925403
2015-02-28T00:00:00,02:26:20 PM,BPD,VAND,201,VANDALISM,P150104728,161 BLUE HILL AVE,Roxbury,42.319277559013244,-71.07780797925403
2015-02-28T00:00:00,02:37:34 PM,BPD,CD19,201,Walk and Talk,P150104747,7 ALLSTATE RD,Dorchester,42.3254305423867,-71.06380613484441
2015-02-28T00:00:00,02:48:49 PM,BPD,IVPER,201,INVESTIGATE PERSON,P150104765,700 BOYLSTON ST,Boston,42.34953066540896,-71.07927306659792
2015-02-28T00:00:00,02:55:35 AM,BPD,ALARM,201,ALARM,P150104079,80 BOYLSTON ST,Boston,42.31702951560078,-71.10511626370379
2015-02-28T00:00:00,03:02:32 AM,BPD,TS,201,TRAFFIC STOP,P150104085,1221 ADAMS ST,Dorchester,42.272008341512844,-71.06800906336679
2015-02-28T00:00:00,03:04:15 AM,BPD,MVA,201,MOTOR VEHICLE ACCIDENT,P150104091,400 BLUE HILL AVE,Roxbury,38.55271384406973,-97.4274098542806
2015-02-28T00:00:00,03:06:42 AM,BPD,ALARM,201,ALARM,P150104090,136 CALLENDER ST,Mattapan,42.267262299816366,-71.09459831915626
2015-02-28T00:00:00,03:07:51 PM,BPD,MVA,201,MOTOR VEHICLE ACCIDENT,P150104787,40 BERKELEY ST,South End,51.69318015900046,-2.459559780999598
2015-02-28T00:00:00,03:10:06 PM,BPD,IVPER,201,INVESTIGATE PERSON,P150104795,1631 BLUE HILL AVE,Mattapan,42.268386280603465,-71.09384927022683
2015-02-28T00:00:00,03:19:40 PM,BPD,ABAN,201,ABANDONED CALL  (P),P150104814,63-R BOSTON ST,Dorchester,42.32637061001674,-71.05939286838537
2015-02-28T00:00:00,03:20:20 PM,BPD,ABAN,201,ABANDONED CALL  (P),P150104815,505 BLUE HILL AVE,Roxbury,38.55271384406973,-97.4274098542806
2015-02-28T00:00:00,04:00:02 PM,BPD,INVEST,201,INVESTIGATION,P150104865,35 BOWDOIN ST,Boston,42.360079858699635,-71.06289745265451
2015-02-28T00:00:00,04:13:07 AM,BPD,DISTRB,201,DISTURBANCE,P150104129,180 BLUE HILL AVE,Roxbury,42.31855277379259,-71.07775497411194
2015-02-28T00:00:00,04:15:00 AM,BPD,ABAN,201,ABANDONED CALL  (P),P150104131,477 BLUE HILL AVE,Roxbury,38.55271384406973,-97.4274098542806
2015-02-28T00:00:00,04:15:00 AM,BPD,IVPER,201,INVESTIGATE PERSON,P150104131,477 BLUE HILL AVE,Roxbury,38.55271384406973,-97.4274098542806
2015-02-28T00:00:00,04:21:09 PM,BPD,INVEST,201,INVESTIGATION,P150104911,33 ARCH ST,Boston,42.35618975485443,-71.05780782317169
2015-02-28T00:00:00,04:24:49 AM,BPD,CD19,201,Walk and Talk,P150104136,125 AMORY ST,Jamaica Plain,43.27924267491062,-90.04401964039334
2015-02-28T00:00:00,04:25:47 AM,BPD,CD19,201,Walk and Talk,P150104141,330 BOWDOIN ST,Dorchester,42.30828844165933,-71.06488699673667
2015-02-28T00:00:00,04:39:37 PM,BPD,CD19,201,Walk and Talk,P150104944,39 BOYLSTON ST,Boston,42.31800313603702,-71.10852205115094
2015-02-28T00:00:00,04:44:03 PM,BPD,ABAN,201,ABANDONED CALL  (P),P150104956,112 BLUE HILL AVE,Roxbury,42.321099527022625,-71.07753040350451
2015-02-28T00:00:00,04:48:16 AM,BPD,AOD,201,ASSIST OUTSIDE DEPARTMENT,P150104156,1064 BENNINGTON ST,East Boston,42.387476510533645,-71.00439956178951
2015-02-28T00:00:00,04:51:53 PM,BPD,TS,201,TRAFFIC STOP,P150104973,700 BLUE HILL AVE,Mattapan,42.267262299816366,-71.09459831915626
2015-02-28T00:00:00,04:51:53 PM,BPD,UNKEMS,201,UNABLE TO DETERMINE IF CONS/MOVING   (E) (F) (P),P150104973,700 BLUE HILL AVE,Mattapan,42.267262299816366,-71.09459831915626
2015-02-28T00:00:00,04:59:04 PM,BPD,BE,201,BREAKING AND ENTERING,P150104993,48 BALLOU AVE,Mattapan,42.267262299816366,-71.09459831915626
2015-02-28T00:00:00,04:59:58 PM,BPD,INVEST,201,INVESTIGATION,P150104988,101 ARCH ST,Boston,42.35491187488424,-71.05858215654047
2015-02-28T00:00:00,05:01:14 PM,BPD,CD9,201,Station Assignment,P150104987,129 AMORY ST,Jamaica Plain,43.27924267491062,-90.04401964039334
2015-02-28T00:00:00,05:07:43 PM,BPD,ABAN,201,ABANDONED CALL  (P),P150105000,99 BAYSIDE ST,Dorchester,42.30852497684731,-71.05071534863362
2015-02-28T00:00:00,05:08:21 PM,BPD,MVA,201,MOTOR VEHICLE ACCIDENT,P150105003,25 BOWDOIN ST,Boston,42.29988580868422,-71.07234155361897
2015-02-28T00:00:00,05:09:19 PM,BPD,IVPER,201,INVESTIGATE PERSON,P150105001,1509 BLUE HILL AVE,Mattapan,42.27257096817675,-71.09374749305152
2015-02-28T00:00:00,05:17:20 PM,BPD,ARREST,201,ARREST REPORT,P150105018,1631 BLUE HILL AVE,Mattapan,42.268386280603465,-71.09384927022683
2015-02-28T00:00:00,05:17:20 PM,BPD,PKNIFE,201,PERSON WITH A KNIFE,P150105018,1631 BLUE HILL AVE,Mattapan,42.268386280603465,-71.09384927022683
2015-02-28T00:00:00,05:19:33 PM,BPD,INVEST,201,INVESTIGATION,P150105021,30 CASTLEGATE RD,Roxbury,44.80939086900048,-65.16763099999963
2015-02-28T00:00:00,05:25:22 PM,BPD,LARCENY,201,LARCENY,P150105032,239 BELGRADE AVE,Roslindale,42.28615637072102,-71.14095187033172
2015-02-28T00:00:00,05:25:51 PM,BPD,LANTEN,201,LANDORD TENNANT ISSUE,P150105036,35 ALPHA RD,Dorchester,42.295845908363106,-71.06876717566382
2015-02-28T00:00:00,05:29:02 PM,BPD,CD19,201,Walk and Talk,P150105037,60 BICKFORD ST,Jamaica Plain,42.32397250572768,-71.10196805198319
2015-02-28T00:00:00,05:36:58 PM,BPD,CD19,201,Walk and Talk,P150105053,690 AMERICAN LEGION HWY,Roslindale,42.283605218906814,-71.11304360497758
2015-02-28T00:00:00,05:47:44 AM,BPD,DISTRB,201,DISTURBANCE,P150104169,783 BLUE HILL AVE,Mattapan,42.267262299816366,-71.09459831915626
2015-02-28T00:00:00,05:47:44 AM,BPD,IVPER,201,INVESTIGATE PERSON,P150104169,783 BLUE HILL AVE,Mattapan,42.267262299816366,-71.09459831915626
2015-02-28T00:00:00,05:53:43 PM,BPD,DISTRB,201,DISTURBANCE,P150105089,488 BLUE HILL AVE,Roxbury,38.55271384406973,-97.4274098542806
2015-02-28T00:00:00,05:55:00 PM,BPD,CD9,201,Station Assignment,P150105088,330 BOWDOIN ST,Dorchester,42.30828844165933,-71.06488699673667
2015-02-28T00:00:00,05:55:14 PM,BPD,DISTRB,201,DISTURBANCE,P150105092,312 BOWDOIN ST,Dorchester,42.307982995020325,-71.06521129136718
2015-02-28T00:00:00,06:01:08 PM,BPD,ABAN,201,ABANDONED CALL  (P),P150105100,7 ALDRICH ST,Roslindale,42.28597143503481,-71.13943234882305
2015-02-28T00:00:00,06:09:18 AM,BPD,PRSCRM,201,PERSON SCREAMING FOR HELP,P150104176,4 ARBUTUS ST,Mattapan,42.267262299816366,-71.09459831915626
2015-02-28T00:00:00,06:10:32 PM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150105115,25 BOWDOIN ST,Boston,42.29988580868422,-71.07234155361897
2015-02-28T00:00:00,06:14:43 PM,BPD,MVA,201,MOTOR VEHICLE ACCIDENT,P150105127,100 ARCH ST,Boston,42.35491882034836,-71.05848500188051
2015-02-28T00:00:00,06:22:28 PM,BPD,IVPER,201,INVESTIGATE PERSON,P150105148,115 BOARDMAN ST,East Boston,42.39073977342292,-71.01239524524357
2015-02-28T00:00:00,06:22:54 PM,BPD,INVEST,201,INVESTIGATION,P150105144,460 BLUE HILL AVE,Roxbury,38.55271384406973,-97.4274098542806
2015-02-28T00:00:00,06:24:55 PM,BPD,MVA,201,MOTOR VEHICLE ACCIDENT,P150105149,29 BLAKE ST,Hyde Park,42.26505348213357,-71.10716927204345
2015-02-28T00:00:00,06:41:35 PM,BPD,SHOTS,201,SHOTS FIRED,P150105173,121 BOWDOIN ST,Dorchester,42.30326314697777,-71.07142088076824
2015-02-28T00:00:00,06:42:30 PM,BPD,IVPER,201,INVESTIGATE PERSON,P150105175,551 BOYLSTON ST,Boston,42.35050670142425,-71.07589749547225
2015-02-28T00:00:00,06:44:57 AM,BPD,ALARM,201,ALARM,P150104187,801 BOYLSTON ST,Boston,42.34883589236364,-71.08201726418457
2015-02-28T00:00:00,06:53:45 PM,BPD,ALARM,201,ALARM,P150105190,745 BOYLSTON ST,Boston,42.34918618639449,-71.08066794207105
2015-02-28T00:00:00,06:54:56 PM,BPD,TS,201,TRAFFIC STOP,P150105191,857 BLUE HILL AVE,Mattapan,42.267262299816366,-71.09459831915626
2015-02-28T00:00:00,07:04:02 PM,BPD,AB,201,ASSAULT AND BATTERY,P150105209,730 BLUE HILL AVE,Mattapan,42.267262299816366,-71.09459831915626
2015-02-28T00:00:00,07:13:09 PM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150105221,81 BERKELEY ST,South End,51.69318015900046,-2.459559780999598
2015-02-28T00:00:00,07:32:28 PM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150105249,86 BUNKER HILL ST,Charlestown,42.37738252258646,-71.05810050303495
2015-02-28T00:00:00,07:35:18 PM,BPD,REQEP,201,Request EMS and BPD Response,P150105255,23 ALASKA ST,Roxbury,42.32099330719649,-71.0786526018353
2015-02-28T00:00:00,07:37:21 AM,BPD,ABAN,201,ABANDONED CALL  (P),P150104202,188 CANTON ST,South End,51.48501002900048,-3.204229793999559
2015-02-28T00:00:00,07:39:07 AM,BPD,ALARM,201,ALARM,P150104278,780 ALBANY ST,South End,-33.969619980999596,25.625989797000443
2015-02-28T00:00:00,07:39:55 PM,BPD,LANTEN,201,LANDORD TENNANT ISSUE,P150105264,964 BENNINGTON ST,East Boston,42.38614562542136,-71.00844983219321
2015-02-28T00:00:00,07:48:35 PM,BPD,UNCONS,201,UNCONSCIOUS PERSON   (E) (F) (P),P150105276,665 BEACON ST,Fenway/Kenmore,50.206740038000476,-5.2872799419996
2015-02-28T00:00:00,07:49:14 PM,BPD,ALARM,201,ALARM,P150105280,399 BOYLSTON ST,Boston,42.35156680066842,-71.07199817447537
2015-02-28T00:00:00,07:49:15 PM,BPD,IVPER,201,INVESTIGATE PERSON,P150105282,204 CAMBRIDGE ST,Boston,42.36112152094256,-71.06589108080794
2015-02-28T00:00:00,07:52:04 PM,BPD,VAND,201,VANDALISM,P150105284,218 BLUE HILL AVE,Roxbury,42.31703406706964,-71.07801423786594
2015-02-28T00:00:00,07:52:42 PM,BPD,ABAN,201,ABANDONED CALL  (P),P150105286,71 ALLANDALE ST,Jamaica Plain,42.301380089820384,-71.13121002632084
2015-02-28T00:00:00,07:54:12 PM,BPD,ABAN,201,ABANDONED CALL  (P),P150105290,1067 BLUE HILL AVE,Mattapan,42.267262299816366,-71.09459831915626
2015-02-28T00:00:00,08:09:49 AM,BPD,BE,201,BREAKING AND ENTERING,P150104230,3 CARLISLE ST,Roxbury,44.80939086900048,-65.16763099999963
2015-02-28T00:00:00,08:13:28 AM,BPD,MISC,201,MISCELLANEOUS CALLS,P150104235,14 BUCKNAM ST,Mission Hill,42.32728057643857,-71.10422433498428
2015-02-28T00:00:00,08:13:48 PM,BPD,TS,201,TRAFFIC STOP,P150105320,272 ADAMS ST,Dorchester,42.29959197678937,-71.05841968501966
2015-02-28T00:00:00,08:14:25 PM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150105322,45 BURT ST,Dorchester,42.28437609528169,-71.0688593579722
2015-02-28T00:00:00,08:18:31 AM,BPD,ALARM,201,ALARM,P150104246,114 AMORY ST,Jamaica Plain,43.27924267491062,-90.04401964039334
2015-02-28T00:00:00,08:18:31 AM,BPD,MISSING,201,INVESTIGATE PERSON,P150104238,31 ATHELWOLD ST,Dorchester,42.296016446802696,-71.07738624397916
2015-02-28T00:00:00,08:37:55 AM,BPD,CD11,201,Warrant Service,P150104260,965 BLUE HILL AVE,Mattapan,42.267262299816366,-71.09459831915626
2015-02-28T00:00:00,08:38:13 AM,BPD,CD11,201,Warrant Service,P150104261,965 BLUE HILL AVE,Mattapan,42.267262299816366,-71.09459831915626
2015-02-28T00:00:00,08:39:41 AM,BPD,CD11,201,Warrant Service,P150104264,965 BLUE HILL AVE,Mattapan,42.267262299816366,-71.09459831915626
2015-02-28T00:00:00,08:40:11 PM,BPD,CD19,201,Walk and Talk,P150105344,1631 BLUE HILL AVE,Mattapan,42.268386280603465,-71.09384927022683
2015-02-28T00:00:00,08:42:01 PM,BPD,DISTRB,201,DISTURBANCE,P150105350,87 ALEXANDER ST,Roxbury,40.91045677106422,-74.64216493366393
2015-02-28T00:00:00,08:59:58 PM,BPD,AB,201,ASSAULT AND BATTERY,P150105376,66 BOWDOIN AVE,Dorchester,42.30059330983448,-71.07380380000455
2015-02-28T00:00:00,08:59:58 PM,BPD,IVPER,201,INVESTIGATE PERSON,P150105376,66 BOWDOIN AVE,Dorchester,42.30059330983448,-71.07380380000455
2015-02-28T00:00:00,09:03:04 AM,BPD,FIGHT,201,FIGHT,P150104290,60 BROOKLEDGE ST,Roxbury,44.80939086900048,-65.16763099999963
2015-02-28T00:00:00,09:07:10 PM,BPD,ALARM,201,ALARM,P150105386,1182 BLUE HILL AVE,Mattapan,42.28402817815902,-71.09138541290565
2015-02-28T00:00:00,09:09:00 PM,BPD,ABAN,201,ABANDONED CALL  (P),P150105390,59 BIRCH ST,Roslindale,42.285637700220775,-71.13148702290698
2015-02-28T00:00:00,09:09:56 AM,BPD,PKNIFE,201,PERSON WITH A KNIFE,P150104304,39 BOYLSTON ST,Boston,42.31800313603702,-71.10852205115094
2015-02-28T00:00:00,09:13:53 AM,BPD,ALARM,201,ALARM,P150104306,899 BOYLSTON ST,Boston,42.34835300139099,-71.0838525673413
2015-02-28T00:00:00,09:20:40 AM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150104312,134 CAMDEN ST,Roxbury,42.33824527000428,-71.08176721938088
2015-02-28T00:00:00,09:24:48 AM,BPD,MISSING,201,INVESTIGATE PERSON,P150104314,31 ATHELWOLD ST,Dorchester,42.296016446802696,-71.07738624397916
2015-02-28T00:00:00,09:25:39 AM,BPD,CD19,201,Walk and Talk,P150104316,760 AMERICAN LEGION HWY,Roslindale,42.281808011931275,-71.11538633890763
2015-02-28T00:00:00,09:28:50 PM,BPD,BE,201,BREAKING AND ENTERING,P150105416,591 BEACON ST,Fenway/Kenmore,50.206740038000476,-5.2872799419996
2015-02-28T00:00:00,09:31:40 PM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150105417,15 CAWFIELD ST,Dorchester,42.31998621309435,-71.06366372000389
2015-02-28T00:00:00,09:33:58 AM,BPD,ALARM,201,ALARM,P150104326,25 APPLETON ST,South End,53.35471023400049,-2.568479980999598
2015-02-28T00:00:00,09:38:43 AM,BPD,CD19,201,Walk and Talk,P150104330,650 AMERICAN LEGION HWY,Roslindale,42.284652277082046,-71.1115428127498
2015-02-28T00:00:00,09:39:37 AM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150104333,148 BEACON ST,Boston,42.35462610900885,-71.07559790252037
2015-02-28T00:00:00,09:47:07 AM,BPD,CD19,201,Walk and Talk,P150104341,520 ALBANY ST,South End,-33.969619980999596,25.625989797000443
2015-02-28T00:00:00,09:54:58 PM,BPD,IVPER,201,INVESTIGATE PERSON,P150105441,5 BLOSSOM ST,Boston,42.36208021982736,-71.06691315401804
2015-02-28T00:00:00,10:02:52 AM,BPD,LARCENY,201,LARCENY,P150104364,221 BORDER ST,East Boston,42.375813114784535,-71.03973428290999
2015-02-28T00:00:00,10:09:05 PM,BPD,IVPREM,201,INVESTIGATE PREMISE,P150105463,114 CEDAR ST,Roxbury,42.32702204563202,-71.09356773746032
